id,listing_id,job_title,organization_id,skill,value
102,75,Acheteur hors production (h/f),3,autonome,1
103,75,Acheteur hors production (h/f),3,collaboration,1
104,75,Acheteur hors production (h/f),3,consulting,1
105,76,Expert social media H/F,3,communication,4
106,76,Expert social media H/F,3,e-commerce,1
107,77,Responsable Moyens de Paiement et Monétique H/F,3,collaboration,1
108,77,Responsable Moyens de Paiement et Monétique H/F,3,e-commerce,1
109,78,Responsable de pole social h/f,3,ensemble,1
110,78,Responsable de pole social h/f,3,go,1
111,79,Chargé d'affaires H/F,3,go,1
112,80,Responsable Comptable Bancaire H/F,3,ensemble,4
113,80,Responsable Comptable Bancaire H/F,3,reporting,2
114,81,Charge d'operation grands comptes h/f,3,collaboration,1
115,81,Charge d'operation grands comptes h/f,3,ensemble,1
116,81,Charge d'operation grands comptes h/f,3,reporting,1
117,82,Comptable fournisseurs cdd avant cdi h/f,3,ensemble,1
118,82,Comptable fournisseurs cdd avant cdi h/f,3,go,1
119,83,Ingénieur instrumentation Génie civil stage F/H,4,collaboration,1
120,83,Ingénieur instrumentation Génie civil stage F/H,4,ensemble,1
121,83,Ingénieur instrumentation Génie civil stage F/H,4,matlab,1
122,84,Ingénieur Génie Civil stage F/H,4,collaboration,1
123,84,Ingénieur Génie Civil stage F/H,4,ensemble,1
124,84,Ingénieur Génie Civil stage F/H,4,matlab,1
125,85,Ingénieur Génie Civil Stage F/H,4,ensemble,1
126,85,Ingénieur Génie Civil Stage F/H,4,matlab,1
127,86,Gestionnaire Parc Automobile H/F,5,communication,2
128,87,Juriste Junior H/F,5,autonome,1
129,87,Juriste Junior H/F,5,collaboration,1
130,87,Juriste Junior H/F,5,communication,1
131,87,Juriste Junior H/F,5,documentation,1
132,88,Chargé pricing H/F,5,collaboration,1
133,88,Chargé pricing H/F,5,leadership,1
134,89,Responsable développement réseaux Carrosserie H/F,5,collaboration,1
135,90,Auditeur operationnel region h/f,5,communication,1
136,91,Administrateur Systèmes et reseaux Senior H/F,5,itil,1
137,91,Administrateur Systèmes et reseaux Senior H/F,5,linux,1
138,91,Administrateur Systèmes et reseaux Senior H/F,5,microsoft,1
139,91,Administrateur Systèmes et reseaux Senior H/F,5,powershell,1
140,91,Administrateur Systèmes et reseaux Senior H/F,5,sql,1
141,91,Administrateur Systèmes et reseaux Senior H/F,5,sql server,1
142,91,Administrateur Systèmes et reseaux Senior H/F,5,vmware,1
143,91,Administrateur Systèmes et reseaux Senior H/F,5,windows,2
144,92,Responsable Marketing H/F,5,communication,1
145,92,Responsable Marketing H/F,5,go,1
146,93,Manager rh h/f,6,communication,1
147,93,Manager rh h/f,6,ensemble,2
148,93,Manager rh h/f,6,sap,1
149,94,Chargé de recherche H/F,6,ensemble,1
150,95,Chargé Administration du Personnel (H/F),6,collaboration,1
151,95,Chargé Administration du Personnel (H/F),6,sap,1
152,96,Assistant de Direction (H/F),6,collaboration,1
153,96,Assistant de Direction (H/F),6,ensemble,1
154,96,Assistant de Direction (H/F),6,powerpoint,1
155,96,Assistant de Direction (H/F),6,sap,1
156,96,Assistant de Direction (H/F),6,word,1
157,97,Gestionnaire Administration des Ventes H/F,6,sap,2
158,100,Gestionnaire adp h/f,6,sap,2
159,101,Contrôleur de Gestion Sociale (H/F),6,ensemble,1
160,101,Contrôleur de Gestion Sociale (H/F),6,go,1
161,101,Contrôleur de Gestion Sociale (H/F),6,sap,1
162,101,Contrôleur de Gestion Sociale (H/F),6,vba,1
163,102,Contrôleur de Gestion (H/F),6,sap,1
164,103,Gestionnaire Frais (H/F),6,sap,1
165,104,Chargé de Gestion Administrative service Formation,6,ensemble,1
166,105,Comptable Fournisseurs H/F,6,ensemble,1
167,105,Comptable Fournisseurs H/F,6,sap,1
168,106,Responsable Gestion de Carrières (h/f),6,ensemble,2
169,106,Responsable Gestion de Carrières (h/f),6,leadership,1
170,107,Manager Comptabilité Fournisseurs H/F,6,ensemble,2
171,107,Manager Comptabilité Fournisseurs H/F,6,leadership,1
172,107,Manager Comptabilité Fournisseurs H/F,6,sap,2
173,108,Daf h/f,7,autonome,1
174,108,Daf h/f,7,e-commerce,1
175,109,Daf - membre du codir h/f,7,go,1
176,109,Daf - membre du codir h/f,7,reporting,1
177,111,Cdi - comptable (h/f),9,ensemble,2
178,111,Cdi - comptable (h/f),9,innovation,1
179,111,Cdi - comptable (h/f),9,sap,1
180,111,Cdi - comptable (h/f),9,word,1
181,112,Cdi - chef de projet logiciel moa/moe- f/h,9,angular,1
182,112,Cdi - chef de projet logiciel moa/moe- f/h,9,css,1
183,112,Cdi - chef de projet logiciel moa/moe- f/h,9,diagnostics,1
184,112,Cdi - chef de projet logiciel moa/moe- f/h,9,html,1
185,112,Cdi - chef de projet logiciel moa/moe- f/h,9,innovation,1
186,112,Cdi - chef de projet logiciel moa/moe- f/h,9,internet,1
187,112,Cdi - chef de projet logiciel moa/moe- f/h,9,mobile,1
188,112,Cdi - chef de projet logiciel moa/moe- f/h,9,postgresql,1
189,112,Cdi - chef de projet logiciel moa/moe- f/h,9,reporting,1
190,113,Cdi - comptable (h/f),9,innovation,1
191,113,Cdi - comptable (h/f),9,sap,3
192,113,Cdi - comptable (h/f),9,word,1
193,114,Cdi - business administrateur si/finance/bi (h/f),9,cognos,1
194,114,Cdi - business administrateur si/finance/bi (h/f),9,communication,1
195,114,Cdi - business administrateur si/finance/bi (h/f),9,documentation,1
196,114,Cdi - business administrateur si/finance/bi (h/f),9,innovation,1
197,114,Cdi - business administrateur si/finance/bi (h/f),9,microsoft,1
198,114,Cdi - business administrateur si/finance/bi (h/f),9,sap,3
199,114,Cdi - business administrateur si/finance/bi (h/f),9,tableau,1
200,115,CDI- Spécialiste technique serveurs et infrastruc,9,innovation,1
201,115,CDI- Spécialiste technique serveurs et infrastruc,9,leadership,1
202,115,CDI- Spécialiste technique serveurs et infrastruc,9,linux,1
203,115,CDI- Spécialiste technique serveurs et infrastruc,9,operating system,1
204,115,CDI- Spécialiste technique serveurs et infrastruc,9,reporting,1
205,115,CDI- Spécialiste technique serveurs et infrastruc,9,vmware,1
206,115,CDI- Spécialiste technique serveurs et infrastruc,9,windows,1
207,116,CDI - Ingénieur Support Informatique Industrielle,9,collaboration,1
208,116,CDI - Ingénieur Support Informatique Industrielle,9,communication,1
209,116,CDI - Ingénieur Support Informatique Industrielle,9,documentation,1
210,116,CDI - Ingénieur Support Informatique Industrielle,9,innovation,1
211,117,CDI - Responsable Assurance Qualité Site H/F,9,communication,1
212,117,CDI - Responsable Assurance Qualité Site H/F,9,innovation,1
213,117,CDI - Responsable Assurance Qualité Site H/F,9,leadership,1
214,118,Manager Supply Chain Grenoble/Verniol H/F,9,communication,1
215,118,Manager Supply Chain Grenoble/Verniol H/F,9,innovation,2
216,118,Manager Supply Chain Grenoble/Verniol H/F,9,leadership,1
217,118,Manager Supply Chain Grenoble/Verniol H/F,9,reporting,1
218,118,Manager Supply Chain Grenoble/Verniol H/F,9,sap,2
219,118,Manager Supply Chain Grenoble/Verniol H/F,9,sas,1
220,119,Gerant d'immeubles cdd h/f,10,autonome,1
221,119,Gerant d'immeubles cdd h/f,10,collaboration,2
222,119,Gerant d'immeubles cdd h/f,10,ensemble,1
223,120,Gestionnaire d'immeubles /Responsable de Sites H/F,10,autonome,1
224,120,Gestionnaire d'immeubles /Responsable de Sites H/F,10,collaboration,1
225,122,Chef de projet Fonds Social Européen H/F,10,communication,1
226,122,Chef de projet Fonds Social Européen H/F,10,ensemble,1
227,122,Chef de projet Fonds Social Européen H/F,10,reporting,1
228,123,Directeur de magasin f/h,11,go,2
229,124,Directeur de magasin f/h,11,go,1
230,125,Charge de recrutement f/h,11,autonome,1
231,126,Directeur d'exploitation f/h,11,collaboration,1
232,126,Directeur d'exploitation f/h,11,consulting,2
233,126,Directeur d'exploitation f/h,11,ensemble,1
234,127,Charge de formation f/h,11,autonome,1
235,127,Charge de formation f/h,11,ensemble,1
236,127,Charge de formation f/h,11,reporting,1
237,128,Manager regional f/h,11,consulting,1
238,128,Manager regional f/h,11,go,1
239,129,Directeur de magasin f/h,11,go,1
240,130,Manager regional f/h,11,consulting,1
241,131,Directeur delivery - centre de prod h/f,12,communication,1
242,132,Contrôleur de Gestion Industriel H/F,12,collaboration,1
243,132,Contrôleur de Gestion Industriel H/F,12,communication,1
244,132,Contrôleur de Gestion Industriel H/F,12,mobile,1
245,133,Ingenieur process h/f,12,autonome,1
246,133,Ingenieur process h/f,12,ensemble,1
247,133,Ingenieur process h/f,12,go,1
248,134,Responsable du Service Clients H/F,12,communication,1
249,136,Responsable Grands Comptes et Amérique du Nord H/F,12,collaboration,1
250,136,Responsable Grands Comptes et Amérique du Nord H/F,12,ensemble,1
251,136,Responsable Grands Comptes et Amérique du Nord H/F,12,innovation,1
252,136,Responsable Grands Comptes et Amérique du Nord H/F,12,leadership,1
253,136,Responsable Grands Comptes et Amérique du Nord H/F,12,mobile,1
254,137,Chef de Produit SI Comptabilité-Finance H/F,12,communication,1
255,137,Chef de Produit SI Comptabilité-Finance H/F,12,go,1
256,137,Chef de Produit SI Comptabilité-Finance H/F,12,innovation,1
257,137,Chef de Produit SI Comptabilité-Finance H/F,12,leadership,1
258,138,Directeur Administratif et Financier H/F,12,collaboration,1
259,138,Directeur Administratif et Financier H/F,12,communication,1
260,138,Directeur Administratif et Financier H/F,12,ensemble,2
261,139,Chargé(e) d'Affaires Usinage H/F,13,collaboration,3
262,139,Chargé(e) d'Affaires Usinage H/F,13,consulting,2
263,139,Chargé(e) d'Affaires Usinage H/F,13,ensemble,1
264,140,Responsable sav h/f,13,communication,1
265,140,Responsable sav h/f,13,consulting,1
266,140,Responsable sav h/f,13,ensemble,3
267,140,Responsable sav h/f,13,leadership,1
268,141,Ingenieur logistique h/f,13,collaboration,2
269,141,Ingenieur logistique h/f,13,communication,1
270,141,Ingenieur logistique h/f,13,consulting,2
271,141,Ingenieur logistique h/f,13,ensemble,1
272,141,Ingenieur logistique h/f,13,leadership,1
273,142,Auditeur / chef de mission H/F,14,consulting,1
274,144,Contrôle de gestion opérationnel senior / manager,14,collaboration,3
275,144,Contrôle de gestion opérationnel senior / manager,14,ensemble,1
276,148,Comptabilité / gestion H/F,14,reporting,1
277,149,Responsable Comptabilité Founisseur H/F,14,go,1
278,149,Responsable Comptabilité Founisseur H/F,14,sap,2
279,150,Auditeur / chef de mission H/F,14,consulting,1
280,153,Analyste Consolidation H/F,14,reporting,1
281,157,Un responsable excellence opérationnelle H/F.,15,autonome,1
282,157,Un responsable excellence opérationnelle H/F.,15,leadership,1
283,158,Assistant assurance qualité H/F,15,autonome,1
284,158,Assistant assurance qualité H/F,15,consulting,1
285,158,Assistant assurance qualité H/F,15,documentation,2
286,159,Responsable Amélioration Continue H/F,15,ensemble,1
287,159,Responsable Amélioration Continue H/F,15,leadership,1
288,160,Responsable Production et Maintenance H/F,15,autonome,1
289,160,Responsable Production et Maintenance H/F,15,communication,1
290,161,Conducteur de travaux nucleaire h/f,15,collaboration,2
291,162,Technicien qualité H/F,15,autonome,1
292,163,Ingénieur qualité système H/F,15,communication,1
293,163,Ingénieur qualité système H/F,15,powerpoint,1
294,163,Ingénieur qualité système H/F,15,reporting,1
295,163,Ingénieur qualité système H/F,15,word,1
296,164,Un responsable méthodes H/F,15,autonome,1
297,164,Un responsable méthodes H/F,15,leadership,1
298,164,Un responsable méthodes H/F,15,six sigma,1
299,165,Responsable hse france h/f,15,leadership,1
300,166,Un technicien méthodes H/F,15,autonome,1
301,166,Un technicien méthodes H/F,15,ensemble,1
302,167,Chef de Projet Industriel H/F,15,autocad,1
303,167,Chef de Projet Industriel H/F,15,consulting,1
304,168,Responsable Qualité Fournisseurs H/F,15,autonome,1
305,169,Responsable Méthode H/F,15,communication,1
306,169,Responsable Méthode H/F,15,leadership,1
307,170,Chef d'equipe usinage h/f,15,ensemble,1
308,171,Un ingénieur qualité H/F.,15,autonome,1
309,171,Un ingénieur qualité H/F.,15,coaching,1
310,171,Un ingénieur qualité H/F.,15,leadership,1
311,172,Un technicien de maintenance H/F.,15,autonome,1
312,172,Un technicien de maintenance H/F.,15,documentation,1
313,173,Ingénieur Production H/F,15,go,1
314,174,Un contrôleur qualité H/F.,15,autonome,1
315,174,Un contrôleur qualité H/F.,15,consulting,1
316,175,Chef de Projet developpement Industrialisation H/F,15,communication,1
317,175,Chef de Projet developpement Industrialisation H/F,15,consulting,1
318,180,Chef de Projet Excellence Opérationnelle H/F,15,e-commerce,2
319,180,Chef de Projet Excellence Opérationnelle H/F,15,six sigma,1
320,181,Manager Senior AQ Produit H/F,15,coaching,1
321,182,Ingenieur mecanique h/f,15,collaboration,1
322,182,Ingenieur mecanique h/f,15,hardware,1
323,182,Ingenieur mecanique h/f,15,reporting,1
324,183,Ingénieur Qualité Produit H/F,15,autonome,1
325,183,Ingénieur Qualité Produit H/F,15,collaboration,1
326,183,Ingénieur Qualité Produit H/F,15,communication,1
327,183,Ingénieur Qualité Produit H/F,15,documentation,1
328,183,Ingénieur Qualité Produit H/F,15,powerpoint,1
329,183,Ingénieur Qualité Produit H/F,15,reporting,2
330,183,Ingénieur Qualité Produit H/F,15,word,1
331,185,Consultant(e) en Recrutement H/F,15,ensemble,1
332,187,Ingenieur recherche et innovation h/f,15,innovation,4
333,187,Ingenieur recherche et innovation h/f,15,linux,1
334,189,Ingénieur qualité projet H/F,15,documentation,1
335,190,Pharmacien Assurance Qualité H/F,15,documentation,1
336,191,Superviseur maintenance H/F,15,leadership,1
337,191,Superviseur maintenance H/F,15,reporting,1
338,192,Dessinateur Projeteur H/F,15,autocad,1
339,192,Dessinateur Projeteur H/F,15,autonome,1
340,192,Dessinateur Projeteur H/F,15,collaboration,1
341,193,Un Chargée d'assurance qualité système H/F,15,autonome,1
342,193,Un Chargée d'assurance qualité système H/F,15,documentation,1
343,194,Technicien de Maintenance Industriel H/F,15,spring,1
344,196,Technicien de maintenance H/F,15,spring,1
345,199,Pharmacien Assurance Qualité H/F,15,certifications,1
346,199,Pharmacien Assurance Qualité H/F,15,collaboration,1
347,199,Pharmacien Assurance Qualité H/F,15,consulting,1
348,199,Pharmacien Assurance Qualité H/F,15,leadership,1
349,201,Un Responsable amélioration continue H/F.,15,autonome,1
350,201,Un Responsable amélioration continue H/F.,15,six sigma,1
351,202,Ingénieur études Projets Automobile H/F,15,design,2
352,202,Ingénieur études Projets Automobile H/F,15,engineering,1
353,203,Technicien controle recette H/F,15,consulting,1
354,203,Technicien controle recette H/F,15,ensemble,2
355,205,Technicien b to b h/f,15,reporting,1
356,206,Un ingénieur de production H/F.,15,innovation,1
357,206,Un ingénieur de production H/F.,15,vba,1
358,207,Technicien mecanique moule h/f,15,documentation,2
359,207,Technicien mecanique moule h/f,15,ensemble,4
360,208,Superviseur maintenance H/F,15,leadership,1
361,208,Superviseur maintenance H/F,15,reporting,1
362,209,Electromécanicien/ Automaticien H/F,15,ensemble,1
363,212,Un Ingénieur Méthodes qualité H/F,15,certifications,1
364,212,Un Ingénieur Méthodes qualité H/F,15,communication,1
365,212,Un Ingénieur Méthodes qualité H/F,15,consulting,1
366,213,Responsable de Fabrication H/F,15,ensemble,1
367,214,Coordinateur Développement Maroquinerie H/F,15,collaboration,1
368,214,Coordinateur Développement Maroquinerie H/F,15,reporting,1
369,214,Coordinateur Développement Maroquinerie H/F,15,sas,1
370,215,Technicien de Maintenance Nuit H/F,15,spring,2
371,218,Opérateur contrôle H/F,15,documentation,2
372,219,Ingenieur qualite production h/f,15,design,1
373,219,Ingenieur qualite production h/f,15,go,1
374,219,Ingenieur qualite production h/f,15,qc,1
375,220,Chef d'equipe usinage h/f,15,ensemble,1
376,221,Ingénieur Qualité Fournisseur H/F,15,autonome,1
377,221,Ingénieur Qualité Fournisseur H/F,15,certifications,1
378,221,Ingénieur Qualité Fournisseur H/F,15,communication,1
379,221,Ingénieur Qualité Fournisseur H/F,15,consulting,1
380,221,Ingénieur Qualité Fournisseur H/F,15,powerpoint,1
381,221,Ingénieur Qualité Fournisseur H/F,15,reporting,1
382,221,Ingénieur Qualité Fournisseur H/F,15,word,1
383,222,Un superviseur de production H/F.,15,autonome,1
384,222,Un superviseur de production H/F.,15,leadership,1
385,226,Chef d'équipe Production Nuit H/F,15,ensemble,1
386,227,Un ingénieur production H/F.,15,autonome,1
387,227,Un ingénieur production H/F.,15,communication,1
388,229,Méthodiste Usinage / Programmation H/F,15,communication,1
389,229,Méthodiste Usinage / Programmation H/F,15,sap,1
390,230,Superviseur de production week-end h/f,15,communication,1
391,230,Superviseur de production week-end h/f,15,reporting,2
392,231,Un superviseur de Production H/F.,15,autonome,1
393,231,Un superviseur de Production H/F.,15,communication,1
394,232,Un responsable production/expédition H/F.,15,autonome,1
395,232,Un responsable production/expédition H/F.,15,leadership,1
396,233,Chef de projet robotique et vision h/f,15,ensemble,1
397,233,Chef de projet robotique et vision h/f,15,reporting,1
398,234,Un Chef d'équipe production H/F.,15,autonome,1
399,234,Un Chef d'équipe production H/F.,15,go,1
400,237,Un Responsable amélioration continue H/F.,15,autonome,1
401,237,Un Responsable amélioration continue H/F.,15,six sigma,1
402,238,Un technicien laboratoire H/F,15,autonome,1
403,239,Responsable securite logistique h/f,15,communication,1
404,239,Responsable securite logistique h/f,15,diagnostics,1
405,239,Responsable securite logistique h/f,15,documentation,1
406,239,Responsable securite logistique h/f,15,e-commerce,1
407,239,Responsable securite logistique h/f,15,powerpoint,1
408,239,Responsable securite logistique h/f,15,tableau,1
409,239,Responsable securite logistique h/f,15,word,1
410,240,Consultant(e) en Recrutement H/F,15,ensemble,1
411,242,Dessinateur-projeteur en électricité industrielle,16,innovation,1
412,243,Ingénieur qualité fournisseur (f/h),16,collaboration,2
413,244,Technicien de maintenance f/h,16,autonome,1
414,244,Technicien de maintenance f/h,16,grav,1
415,245,Key account manager aviation (f/h),16,collaboration,1
416,246,Technicien méthode (f/h),16,autocad,1
417,247,Technico-commercial sédantaire (f/h),16,reporting,2
418,247,Technico-commercial sédantaire (f/h),16,sas,1
419,248,Conseiller en investissements paris (f/h),16,autonome,1
420,248,Conseiller en investissements paris (f/h),16,ensemble,1
421,249,Directeur regional region nord paris (f/h),16,consulting,1
422,250,On site manager (f/h),16,sas,1
423,251,Responsable affretement (f/h),16,e-commerce,1
424,251,Responsable affretement (f/h),16,go,1
425,252,Responsable maintenance equipements industriels,16,leadership,1
426,253,Chef d'atelier production (f/h),16,reporting,1
427,255,Ingenieur d'etudes electronique (f/h),16,collaboration,1
428,255,Ingenieur d'etudes electronique (f/h),16,hardware,1
429,255,Ingenieur d'etudes electronique (f/h),16,linux,1
430,257,Responsable commercial (f/h),16,consulting,1
431,257,Responsable commercial (f/h),16,go,1
432,257,Responsable commercial (f/h),16,reporting,1
433,259,Adjoint au responsable de production (f/h),16,collaboration,1
434,259,Adjoint au responsable de production (f/h),16,communication,1
435,259,Adjoint au responsable de production (f/h),16,consulting,1
436,259,Adjoint au responsable de production (f/h),16,ensemble,1
437,259,Adjoint au responsable de production (f/h),16,reporting,1
438,261,Responsable service sav (f/h),16,collaboration,1
439,261,Responsable service sav (f/h),16,mobile,1
440,263,Chargé d'affaires radioactivité (f/h),16,reporting,1
441,264,Chargé d'affaires hydrant orly/roissy (f/h),16,collaboration,1
442,264,Chargé d'affaires hydrant orly/roissy (f/h),16,communication,1
443,264,Chargé d'affaires hydrant orly/roissy (f/h),16,sas,1
444,265,Technicien de maintenance h/f,16,communication,1
445,265,Technicien de maintenance h/f,16,spring,1
446,266,Chef de quai (f/h),16,communication,1
447,266,Chef de quai (f/h),16,documentation,1
448,266,Chef de quai (f/h),16,sap,1
449,268,Délégué commercial hospitalier amiens (f/h),16,go,1
450,270,Ingénieurs prévention (f/h),16,diagnostics,1
451,270,Ingénieurs prévention (f/h),16,ensemble,1
452,270,Ingénieurs prévention (f/h),16,sas,1
453,271,Ingénieur maitrise d'oeuvre (f/h),16,communication,1
454,271,Ingénieur maitrise d'oeuvre (f/h),16,consulting,1
455,271,Ingénieur maitrise d'oeuvre (f/h),16,ensemble,1
456,272,Ingénieur technico-commercial (f/h),16,ensemble,1
457,273,Responsable unité de production (f/h),16,communication,1
458,273,Responsable unité de production (f/h),16,reporting,1
459,274,Commercial terrain (f/h),16,reporting,1
460,275,Responsable administration des ventes pièces et ac,16,ensemble,1
461,275,Responsable administration des ventes pièces et ac,16,internet,1
462,276,Juriste (f/h),16,dom,1
463,277,Délégué commercial hospitalier h/f,16,go,1
464,279,Responsable atelier (f/h),16,autonome,1
465,279,Responsable atelier (f/h),16,consulting,1
466,281,Charge d'affaires regulation h/f,16,autonome,1
467,281,Charge d'affaires regulation h/f,16,consulting,1
468,283,Responsable supply chain (f/h),16,collaboration,1
469,284,Dessinateur cvc plomberie (f/h),16,autocad,1
470,284,Dessinateur cvc plomberie (f/h),16,go,1
471,285,Responsable de secteur idf menuiserie (f/h),16,ensemble,2
472,285,Responsable de secteur idf menuiserie (f/h),16,reporting,1
473,286,Responsable commercial nautisme (f/h),16,communication,2
474,288,Responsable commercial (f/h),16,certifications,1
